(lat,lon),ris
(-81.59409909946889, 3.980310074469809),420
(11.671925253768045, -16.558404363811952),1337
(-3.050159496659928, 59.329332443216714),0
(23.126015323003596, 70.43604998178229),0
(127.12886897116574, 4.7725890349528965),0
(117.73471260440769, 4.179707229645299),0
(-61.77809217061258, 17.578399404871313),0
(128.88410469819905, 32.828322842290916),1337
(-132.79557823952663, -74.46283024078923),420
(-138.8805921509105, -9.767187903618344),1337
(-24.98008210388245, 16.79650194678123),1337
(-128.16480873175863, 51.974039514074526),0
(-79.858094407031, 53.092584372849366),69
(129.59489068020454, -14.831327136524175),69
(-100.60782765448545, 76.68600734958719),0
(-70.0032738165547, 12.555885387358686),0
(136.26221144307706, -12.03866622118454),1337
(-131.74411034645533, 54.009577980595324),69
(134.35768525658574, -2.139924367493638),0
(-58.87354711545109, 1.2018120956017417),1337
(139.86439854690713, 33.089799672243515),420
(-147.34548998097688, -76.14830818266165),420
(106.21434142737198, -2.8257724248989238),420
(-85.5205206793338, 10.047609952239517),1337
(-62.21657039867838, 16.758917492735794),1337
(43.99463846930641, 34.169993901587105),420
(-64.38794190752196, 18.48550031793265),69
(43.78680409020324, -12.342275629726402),0
(93.0027420563712, 13.6624835336566),1337
(154.80539270042334, 0.9222383894966274),420
(102.7761886149432, 3.7112516205796506),0
(122.19921571331822, 30.33954069720456),420
(-75.44169117897233, 20.548939401091015),1337
(-55.558694116511454, 72.68931523331761),420
(-43.297326730590044, 59.93990532278653),420
(-90.57508353044797, -68.79520335736503),1337
(-60.97855867938332, 45.57206212628733),420
(-58.06511642557301, -62.033474336787805),1337
(73.26808886531266, 6.152722891022919),0
(-162.3898950454836, 54.883075727664355),420
(-176.168146736013, -13.312366645222669),0
(129.99205486928102, 28.313127192402725),1337
(24.059635269520044, 34.85497053652874),69
(-61.42770512426705, -62.81406465251303),1337
(5.428915831462441, 59.83732537463262),0
(-171.97591523812923, -13.924933687278225),1337
(-145.22380467780175, -15.898312222274765),420
(-135.35899300138044, 69.34129864644926),1337
(97.65859800231156, 11.859308446428754),0
(34.001020355505645, 27.48188270442516),0
(166.63285366926667, 19.278472276751355),420
(-87.6063054094981, 13.314276721927746),420
(151.87107966499886, -10.341449430019958),1337
(16.227612529898522, 68.62541839094953),0
(123.72366803062002, -8.251409318696393),1337
(56.266375917200996, -7.1264023265008944),1337
(116.98072599217284, 8.01179407813875),1337
(-68.27924881449222, -79.4306604290405),1337
(-68.41479835923624, 44.14609645881853),0
(-89.92811969110167, 29.28383618581813),1337
(-46.322802058675805, -23.931821739025004),1337
(94.41657497927315, 15.99485221910772),69
(124.16375887640528, 12.426911219348314),420
(110.58071671145531, 20.948323949332845),1337
(-161.9439149755111, 23.043023728125647),420
(-132.22835764253531, -74.14868289503892),420
(-70.83981569915268, 41.34572201449202),420
(-28.01683869877507, 38.6457759964037),0
(23.49415396415624, 39.20092780905276),1337
(73.0939937254379, 6.8481537197417515),0
(103.20639826480846, -65.40157424324613),0
(-178.9507023651035, -17.190368676089747),69
(104.23897982677201, 0.8636002216680165),1337
(-164.70445288254132, 23.57395613670174),1337
(103.03460731145859, 11.316961037940288),0
(21.3220573817617, 60.19412877528144),1337
(97.90888431658796, 10.87630555521884),1337
(-17.16682093904903, 28.078481866728144),69
(113.61487119368309, 22.408397858782948),69
(-45.312696190365635, -23.762049594594224),69
(121.93583354587088, 18.93958474112236),69
(-56.34792163264625, 46.830852685302965),420
(130.15430699634268, -1.9788734357049629),0
(16.093098859269098, 43.0409833505565),0
(55.49761757078171, -4.630687642031923),1337
(97.27371929518036, -66.34656337790584),1337
(160.2414825913769, -11.61406791579063),69
(33.77130962757538, 34.98379428444224),69
(4.77606396900619, 50.814924664261994),1337
(-79.9044264210872, -26.356024898983197),420
(14.7659707360048, 44.40960783285521),0
(-73.63808497261215, 45.53606763439919),69
(98.2351486219533, 11.956795141288683),1337
(-151.65594237384138, 59.11282320143903),69
(-55.65270078209505, 49.60682845877619),69
(145.22506061916872, 14.170084694586077),1337
(-7.094434503432165, 62.05028674813839),420
(6.187084507659883, 62.44221929811048),0
(-7.446696187501161, 56.999298636384914),0
(172.99393607542817, 1.7147290954076537),0
(-74.99973649966896, -47.99929341431491),420
(-94.85650754300872, 74.91379323254215),1337
(22.376224709509067, 65.45029205673922),1337
(-91.33959497968087, -0.8504536113439896),1337
(-15.994500786217774, 11.149554861377377),420
(-72.3376539796563, -54.34223895564964),1337
(-47.179874349256174, 60.81649530247451),69
(-66.98216937375157, 65.32288742609543),1337
(15.803688374976764, 68.00700782501669),0
(72.70510287007853, 3.999487612054544),69
(-112.74482665731334, 68.15445460735029),69
(73.34409041081936, 3.944001501823726),0
(153.40663727664017, -27.244783090353724),420
(-74.659940744368, -50.36966537684319),420
(7.554559511702328, 4.485233208587015),1337
(-5.345771588743353, 36.13569076813615),1337
(121.05900327554752, 27.46243978477237),1337
(128.8953049019508, 27.801935436408204),69
(127.3565681664604, 0.8363928765265667),1337
(-147.45091415174207, -77.22362688831937),69
(73.75034891828356, 3.448334779711659),1337
(-133.70188687336724, 55.52790160057196),420
(21.018817977401625, 70.0305174540746),0
(168.56200584985407, 7.4245868648748905),0
(72.94938546287712, 7.055699333565957),420
(12.354396673159044, 45.396569878083604),1337
(123.5674489924648, -8.51551579494767),69
(9.805632355881839, 43.045853408239914),0
(-159.55845815161715, 54.77946759355577),69
(127.55658205853915, -5.511127003194331),69
(112.33570465987351, 16.83113829491207),69
(118.54350588341276, -8.327520535823528),1337
(-6.675531745419336, 62.35829844927134),0
(92.81171613474173, 9.173114383989642),420
(-111.03144443693866, 25.655095442736922),0
(-47.13509045811165, 60.88736127591955),69
(19.941182975213124, 39.469761957044696),69
(126.08828594443696, 34.59705015991585),69
(139.54637819402447, 34.074915578346655),0
(-97.2045031290191, 69.28319762585087),69
(-110.61587288383853, 25.036076375337952),420
(-77.69408097293756, 58.24164942077636),0
(-67.09188297704227, -66.24749077382836),420
(166.68263865228195, -13.43518989474834),0
(133.48735963289, -11.502046379788954),1337
(92.97470493925742, 12.000375508748695),420
(-149.25203856467755, 70.54768788458512),0
(-164.60081326644584, 63.048291150769025),0
(-77.97126715194068, 62.589904346617416),1337
(97.86419244339534, 12.77002529450819),0
(20.75625056863973, 80.62668501669066),0
(129.90237987564242, -0.43342307978691524),69
(128.14572213857426, -15.048054645835485),1337
(17.379812887110976, 69.02100221679349),0
(-178.96491917629072, -18.962851695433308),420
(-6.186603653883232, 55.704571943315294),420
(93.57946416279039, 18.860645344549766),1337
(-143.42760095671255, -17.443910598204724),69
(146.21981454158907, -4.837250845869857),1337
(152.91585003569662, -9.222079109536763),420
(134.43295064974632, -6.288425208305946),69
(-88.96084551513061, 30.213253603357515),69
(-148.04389937849766, 60.92508688804054),0
(174.34490626532997, -41.131163129520644),69
(-70.26701115620565, -54.263414131014656),1337
(-156.78171391644526, 56.15365080895874),0
(128.14811967067808, -15.156406526710265),420
(-130.5143323027385, 53.81336928074171),420
(-8.582177363764218, 57.81006500676708),69
(1.6119652305836158, 16.3842473569148),1337
(137.35365435292348, -34.53580673006338),420
(-78.63271282837059, 20.653176300078556),1337
(14.562637078328397, 38.58023133029463),1337
(-74.8695471639226, -50.72139706232773),69
(-27.348357486966822, 38.693373319689634),420
(20.788591909183236, 60.273058960832415),0
(-86.92724518737849, 16.087386313698122),69
(-70.00032481485019, 41.56932159292849),420
(136.1968142122209, -12.043550000327578),420
(-71.59713154146542, 41.150980091263726),0
(18.774093361557146, 60.16696970833275),69
(173.15818731867006, 1.3718748585683904),69
(126.68256975424822, 34.36082976309536),1337
(134.61958510421027, 7.468764013808151),420
(-79.2599336873422, 25.769081014773683),69
(-145.850184573144, -14.34257583857629),420
(131.32271049200742, -4.105401888743825),1337
(-171.08192954596905, 63.60322629887142),69
(-148.24465100134773, 60.02924342811992),0
(-176.10384175997265, 52.01818932893038),69
(-78.8436030555767, 76.09634016788888),0
(-109.40706382572168, -27.169471137991266),420
(103.51160158170781, 0.6853584328515978),0
(-71.26487813939504, 41.587013521686956),420
(-65.1532151465417, 61.682876219338716),69
(128.28925330118355, 34.63157385977323),69
(-68.50060541294181, 44.35856141259478),0
(-45.38009106503809, 82.50044776425507),69
(97.58122727183905, 1.2142100097780455),0
(126.2145918193844, 35.08634413880197),69
(-66.87131435103505, -67.86694774448826),1337
(161.76813548079747, -10.276269082289916),0
(20.81083534164879, 69.99559823503004),0
(114.25868566998909, 22.04491888322751),1337
(91.17841138229086, 22.47080961825449),1337
(-63.904192477174654, 10.743666276117267),0
(127.1234418278583, 4.75365233932853),0
(-170.75083082831696, 52.6475494175574),69
(168.32212652826522, -16.51300675736122),0
(159.84508175199633, -11.317302422507108),1337
(-66.67164846328384, 11.773531082327066),420
(143.55443220856205, -3.336028078946726),1337
(-67.77590419906763, 69.66988584625155),420
(-168.16306810110567, -14.529094788065947),1337
(21.346823284303486, 60.36530332224016),1337
(-61.5977234450093, -64.35774147144453),0
(55.510576464537756, -4.606536586664327),0
(-42.82889359935679, 60.86957674604837),0
(23.225717398651298, 57.80477912466148),0
(-74.84777575333304, 23.65510828884472),69
(-81.54339567420388, 9.09362662738845),420
(72.95850671672663, 0.4003871439735292),420
(-16.023784773915402, 11.1080317560718),1337
(93.38171072766788, 14.11229064930285),0
(154.39041817354718, -21.02887737630646),0
(12.413296141209173, 55.015421036399154),420
(-58.423027222604496, 6.964436621820384),1337
(136.48469239552497, -11.842913150585154),69
(-135.5541723528455, 57.13464870920154),69
(12.465764393166953, 54.96299605360294),69
(-138.80035941372432, -18.774111338784365),420
(41.9234919294611, 16.905091358849138),1337
(-78.78589954949442, 20.74885528424174),0
(122.01899935425678, 30.041403449534307),1337
(166.62335008890904, -13.235787523432123),0
(120.73672293847358, 37.91762175866268),69
(129.43279156583876, 30.845090095947246),0
(21.196984978732882, 79.51072642230936),0
(-126.31988818164199, 50.6895003684659),420
(96.91958948091123, -12.171397647021378),0
(-150.05944340189205, -76.91030426577993),0
(152.9721482138173, -25.307205183458848),0
(156.56342157520893, -7.576248644700762),69
(99.04133732984096, 7.620846708222668),420
(88.11588458942221, 21.91926316686188),0
(-43.78413098444863, 59.84016582275314),0
(118.53285516789246, 7.024446243263478),0
(113.3175896937536, 22.081085490309228),1337
(-70.49231285041327, 41.396729066401825),0
(106.5098050254025, 9.867498642559257),69
(-60.98544870886243, 8.921656735553354),69
(-63.76668917123439, 67.27727405105664),1337
(150.9701256316435, -2.9612376804287885),420
(-75.94104518911922, 23.634045519448776),1337
(-17.869311109995376, 28.66424623811071),0
(-144.07546853295452, -16.730130249237856),0
(9.264418221609477, 55.203479923511864),69
(93.50128645489507, 8.041213800236873),420
(-75.41424509967995, -50.52352114109478),69
(24.919534375099182, 36.6132278023316),1337
(-74.47249415404528, 78.75677569471286),0
(-10.330580823729889, 51.91070655924984),0
(-0.7453034327230621, 37.696399321966965),69
(116.87789768756078, 7.209374442655129),420
(-147.32955002541934, -77.19607019309477),0
(23.148310418396974, 37.26259188481042),420
(129.84166920290966, 31.872640031276102),420
(5.288762753915483, 60.031692810448696),0
(-76.35359724382828, 24.023607373984074),69
(72.92420524820223, 2.3209473609135767),0
(25.44075611922432, 76.69732987905215),0
(-75.68137477894254, 37.42026106690982),1337
(107.50141405337834, 20.882476974083694),0
(-97.39290485150315, 67.67268605227876),1337
(24.944738797803303, 36.60153226588961),1337
(-71.51705404177235, 17.608165601705544),0
(73.10750985633648, 5.171463804604651),0
(-56.325676165150554, 73.85295956968606),0
(-80.3325902933136, 27.56723517210512),0
(25.15410380766474, 25.659361000335903),1337
(114.13705573853203, 22.180736397706863),69
(133.08929565983084, 34.16259488425569),69
(-133.70117407318966, 55.53761592242227),420
(-55.924625246919284, 47.286325881991885),69
(-5.5410175739325185, 56.40743229631527),69
(-66.99279169093737, -67.57243718172988),420
(-7.461485398683633, 57.005710169467086),420
(23.948179675135954, 58.11654937319352),420
(-122.69723029167022, 48.053425096758225),420
(-6.188673858452508, -70.52552299321381),420
(147.36141088925942, -43.22537306400436),1337
(73.11012529754409, 5.296183317289654),69
(73.47151028916888, 3.9373960748078245),1337
(8.133723824047726, 63.196253678867315),0
(99.64377284220816, 6.57301341718885),0
(153.64591608065982, -4.105597861378495),0
(5.628299355526112, 60.638143332861524),0
(124.87623659057175, -14.964082637600574),69
(167.12394541889276, -77.40364711347252),1337
(32.602687987020474, 35.17774075335264),69
(-69.95394887664816, -55.2963184838868),420
(-24.737182191808046, 14.850300466885537),420
(73.21732557695343, 6.171269747432619),0
(-83.72835056639121, 11.935859185302494),420
(90.58630097883965, 22.843157453130647),0
(-14.83337077719121, 12.026823909629346),69
(123.68446081056024, 9.147441936113195),420
(130.95064616481156, 30.418114362920676),1337
(-176.1598254373455, -13.275392680641133),1337
(170.87743581169178, 10.277667275820896),1337
(19.567270262013206, 60.19985240843044),69
(-82.10796371116236, 26.44777229423172),1337
(-162.0710703846628, 5.883341676037388),69
(-86.94087673552018, 16.098606092819956),1337
(55.497155822441, -4.630957824136652),69
(-143.52005735614551, -16.621838903264894),420
(43.41046114498641, 12.65536875064632),0
(98.6106962976267, 8.141590457857859),0
(-166.11910142179818, 66.24335240334598),1337
(-70.49830001230458, -55.12009014747804),420
(43.322825003964034, -11.821688282780856),69
(23.44262500358883, 39.15406866324938),0
(-88.07598480446109, 17.488500111663313),1337
(-70.16046086372448, -33.59365016329623),0
(-133.04126840526527, 56.34798779947434),0
(119.63854560637414, 11.050161205863853),420
(-6.490683437571059, 56.65776070349353),1337
(97.15673180041986, -66.34757993325874),420
(-23.24382814100144, 72.98467901975191),1337
(73.04608915386933, 6.436631502672343),1337
(73.70151191319401, 4.452254053851467),0
(126.50947798526263, 7.245995207306398),69
(160.62932786507116, -7.917484189674377),69
(48.30119550626527, -66.77264168120364),0
(166.61408501066177, -48.019862980845105),1337
(-1.2067869444159853, 50.70727584302166),420
(123.86472784165011, -2.046820822135589),1337
(-74.4006393138848, -51.12519061243506),420
(139.52519611293505, 42.194389147642376),420
(-1.2832382468140031, 45.903259368670916),69
(-171.2508917161281, -4.454074850608919),420
(-62.40171352723505, 46.3799859478288),0
(-18.211883395374148, 78.79233730367076),0
(-57.30730321274712, 54.244377657597745),420
(122.58690477939946, 10.490119812032692),69
(-18.330185138751023, 79.77111173587024),0
(7.381013288077528, 1.547931594696787),1337
(22.165475651905467, 65.47011110411817),69
(127.73849544595492, -1.3573801256999873),69
(20.43876265324285, 60.05904166626895),0
(30.38407649469222, -2.874248481448409),0
(90.61086543014922, 22.81575450984299),0
(72.95059525547609, 3.72922226021047),420
(90.36740701058741, 21.990107437178832),1337
